Port,Protocol,Count
8610,udp,2
60986,udp,3
44723,udp,2
18743,other,2
2117,other,1
47052,tcp,5
9244,udp,1
29128,other,3
11164,other,5
41527,udp,4
5520,other,3
4424,tcp,1
25940,tcp,1
18449,other,2
59863,tcp,3
17264,tcp,3
1586,tcp,6
44818,other,2
59677,other,5
32129,udp,1
20914,tcp,3
39689,udp,4
14960,udp,3
26109,other,3
62452,tcp,6
50880,udp,2
16742,tcp,1
33766,udp,3
62117,udp,1
27206,udp,1
56008,tcp,2
5520,tcp,1
33115,tcp,3
20140,other,2
47383,other,1
32084,udp,1
14935,udp,2
9518,udp,2
37783,udp,3
14890,udp,7
12480,other,2
9402,udp,3
35325,udp,2
49892,other,1
56450,tcp,4
3961,tcp,1
65097,udp,2
18882,udp,2
50691,other,2
17550,other,3
45668,tcp,4
35618,tcp,3
23894,tcp,4
59427,udp,1
14496,tcp,4
39759,udp,5
32434,other,3
58280,tcp,3
42309,other,2
58325,tcp,4
53682,tcp,3
41552,udp,6
25210,other,7
56920,other,4
55100,tcp,3
50950,udp,4
17064,tcp,4
47385,other,1
25405,udp,1
57554,other,2
42513,tcp,2
26034,tcp,2
55045,other,2
18518,tcp,5
49894,other,4
23359,udp,5
26662,tcp,2
9174,udp,7
40467,tcp,5
62652,tcp,3
64375,udp,3
30629,other,3
48112,udp,3
45538,tcp,4
65214,other,2
44558,other,3
7193,other,3
57704,tcp,4
36898,other,3
8072,tcp,4
59534,tcp,2
58431,other,3
35525,udp,1
54508,tcp,2
33177,other,6
16938,other,1
60144,other,2
62545,udp,4
7379,tcp,2
49321,udp,4
11516,tcp,4
63583,other,5
23179,other,2
50486,tcp,5
50702,tcp,3
41088,tcp,2
30324,udp,5
22738,udp,4
53054,tcp,3
34071,udp,1
52934,other,3
4628,other,1
16542,tcp,2
2400,udp,2
41304,tcp,1
19110,tcp,2
11471,tcp,4
1563,udp,4
58080,tcp,2
8171,tcp,3
3145,tcp,1
9954,tcp,2
34225,other,1
30347,tcp,2
64778,other,7
62269,other,1
55300,tcp,1
27916,tcp,3
34803,udp,1
51588,udp,2
4218,udp,1
37155,udp,1
2659,udp,1
57510,udp,2
43030,other,4
577,udp,1
19961,udp,2
19697,tcp,3
13881,udp,2
32757,udp,2
16007,udp,1
55951,udp,2
63906,tcp,1
44923,udp,3
35370,other,2
48306,tcp,1
53147,udp,4
26127,udp,4
47275,udp,2
24568,udp,2
5505,other,1
10262,tcp,4
1679,udp,3
52532,tcp,2
25688,other,2
43134,tcp,3
21333,other,1
8388,other,6
9425,tcp,3
63754,udp,4
58484,other,1
30547,tcp,3
33348,other,1
19310,tcp,3
54356,udp,5
36734,other,4
21149,tcp,3
51695,tcp,1
35860,tcp,1
26462,tcp,2
61930,tcp,3
2119,other,1
29394,other,1
42297,tcp,1
13030,tcp,2
16008,other,3
18114,other,3
25112,udp,7
11541,udp,3
58401,tcp,3
2330,tcp,1
10918,tcp,1
44830,tcp,2
62570,udp,3
9754,tcp,10
38798,tcp,1
56912,udp,1
29546,udp,2
43328,tcp,6
40273,tcp,5
32224,udp,2
23616,other,1
65513,tcp,3
61910,other,6
1730,other,1
58150,tcp,8
15956,other,5
7009,udp,1
34992,udp,5
13532,other,2
1487,tcp,3
52619,other,3
8511,udp,2
49244,other,1
29523,tcp,3
46091,tcp,4
871,other,2
54302,other,1
43979,tcp,2
7637,tcp,4
34364,tcp,1
37419,tcp,3
62821,udp,6
35455,udp,2
61102,udp,1
37490,udp,6
59133,other,3
39160,other,1
10192,tcp,5
62216,udp,1
28092,udp,2
44853,udp,4
5673,udp,6
12655,udp,4
52749,udp,5
62698,udp,3
56138,udp,1
35432,tcp,1
55903,tcp,3
53172,udp,4
41553,other,4
48817,other,4
64639,udp,2
56115,tcp,3
14795,tcp,2
41622,udp,1
42535,other,2
62675,tcp,2
26685,tcp,3
32769,other,3
11815,tcp,2
54238,tcp,3
34875,other,1
43111,tcp,2
25594,udp,3
47366,other,2
58173,udp,7
28432,udp,2
53400,tcp,3
51886,other,6
37830,udp,1
55026,other,3
13989,other,1
59604,tcp,1
47368,tcp,2
54746,other,2
11849,other,4
41084,other,5
41992,tcp,3
37282,other,4
48329,tcp,1
9149,tcp,3
32594,tcp,2
64082,udp,4
64863,other,3
51168,other,3
56766,tcp,2
51911,udp,6
44653,tcp,2
36604,udp,2
56257,other,2
38116,udp,3
4999,udp,1
41325,other,4
19011,tcp,2
1656,tcp,3
29247,tcp,2
49831,tcp,2
46505,tcp,2
14307,tcp,3
8311,tcp,4
47996,udp,4
284,tcp,6
15798,udp,2
53277,tcp,2
37983,udp,1
60405,tcp,1
53764,other,5
23291,tcp,2
13980,udp,4
51007,tcp,2
6802,other,1
61424,other,4
10884,other,3
64795,other,1
61987,other,2
43680,other,1
57187,other,4
46817,tcp,4
12379,udp,1
51340,other,1
51765,tcp,3
50925,udp,5
25756,other,2
1433,tcp,3
1005,tcp,3
26057,udp,6
2191,other,2
43762,tcp,4
44295,other,5
4148,tcp,2
59404,udp,3
61057,other,3
57440,tcp,1
30857,other,2
23705,tcp,2
34510,udp,3
40872,other,3
54379,other,1
47514,udp,1
3170,udp,3
33718,tcp,3
62039,other,7
20570,tcp,3
9772,other,2
6360,tcp,1
38645,tcp,2
10701,tcp,2
19324,other,2
28585,udp,3
62508,other,2
38598,udp,2
4517,udp,3
17218,other,3
59095,tcp,3
20239,udp,1
25127,other,1
46623,udp,1
30060,udp,3
16603,other,4
18031,tcp,4
22868,tcp,3
37225,udp,4
25870,udp,2
22451,udp,4
13053,udp,1
51409,other,1
33196,other,4
24269,udp,5
27862,other,2
816,udp,2
33667,udp,2
35522,other,5
3063,udp,1
52183,other,4
42995,udp,4
20309,udp,1
59258,tcp,4
7280,udp,2
11195,udp,3
26848,tcp,2
40642,udp,2
15868,udp,2
63564,other,3
29213,other,2
48296,other,2
14970,other,1
6896,other,1
1949,udp,2
11172,tcp,4
22630,other,2
51835,tcp,2
15845,tcp,1
1926,tcp,6
50632,tcp,2
23289,udp,4
14642,tcp,6
34312,other,1
38492,other,3
28562,tcp,1
26652,other,1
61860,udp,4
52462,udp,3
41920,other,4
3040,tcp,2
55030,udp,1
48042,tcp,1
723,tcp,3
9349,udp,4
31221,tcp,6
42437,tcp,6
31244,udp,4
36985,other,4
36709,tcp,1
35255,tcp,3
6927,tcp,3
38668,udp,2
54961,udp,2
58350,udp,1
47438,tcp,1
14742,other,2
31685,other,2
19164,tcp,4
41234,tcp,3
36165,udp,1
7474,tcp,2
41183,udp,2
50562,tcp,3
23505,udp,2
30277,udp,1
14107,udp,1
12233,other,2
44002,tcp,3
41164,tcp,4
28933,other,3
15775,tcp,3
3333,udp,5
6118,other,1
61778,tcp,4
29709,udp,2
12356,tcp,2
59188,udp,2
21754,tcp,3
32903,udp,5
27634,other,1
23196,tcp,2
63636,tcp,1
49580,tcp,1
33039,tcp,5
21898,other,2
5109,tcp,1
60189,udp,1
24199,udp,3
51542,tcp,2
6488,tcp,3
46378,tcp,3
49854,udp,1
17656,udp,1
48665,other,5
17633,tcp,1
64980,tcp,2
56836,tcp,7
58443,udp,5
46156,other,3
3891,udp,4
63659,udp,1
61032,udp,2
25042,udp,3
56325,other,2
19034,udp,1
37960,tcp,3
8473,other,5
26424,other,2
8334,udp,4
25571,tcp,3
44025,udp,1
16481,other,1
16253,other,1
65075,other,2
53423,udp,4
19792,udp,3
24141,other,1
37803,other,2
11405,other,4
45907,udp,5
32059,tcp,3
62354,other,3
2432,other,2
37202,tcp,1
12830,other,2
41457,tcp,1
33597,udp,5
49003,tcp,1
22381,udp,1
55676,other,2
29,other,3
746,udp,3
20593,udp,1
49045,udp,4
65266,udp,3
16173,tcp,6
7497,udp,3
29177,tcp,4
21420,other,2
1502,other,1
59500,other,2
23728,udp,3
55582,tcp,3
34440,udp,2
13760,other,1
28990,tcp,2
12449,tcp,3
36821,other,2
47138,other,1
11611,udp,1
5867,tcp,2
39478,other,3
31021,udp,1
38575,tcp,3
6704,tcp,1
47973,tcp,2
63385,tcp,1
16799,other,3
60777,other,1
54974,other,5
10321,other,2
3240,udp,4
19592,udp,1
10631,tcp,2
32119,other,1
4941,other,3
21847,tcp,3
59048,other,4
24459,other,1
20041,udp,4
18517,other,3
19729,other,2
23361,tcp,5
18675,other,3
19411,other,1
24913,other,4
26978,udp,5
1726,udp,1
13447,other,1
21107,other,2
17463,other,4
7150,udp,3
19592,tcp,2
26955,tcp,5
22001,other,2
23635,udp,1
12235,other,1
4078,udp,2
50855,tcp,4
49650,tcp,2
46330,udp,2
58519,other,1
48663,other,4
56696,udp,5
47298,udp,4
2817,tcp,3
8241,udp,2
55799,udp,3
51253,other,2
19215,tcp,1
39791,other,4
22521,tcp,2
36089,tcp,4
13123,tcp,4
46184,udp,4
16612,udp,3
42381,other,2
52093,tcp,3
43593,other,1
55582,udp,1
63338,other,2
50041,other,4
44672,udp,3
7630,other,1
9219,tcp,1
42144,tcp,3
11271,udp,2
50581,tcp,2
12725,udp,1
19110,udp,3
14237,udp,3
49924,tcp,1
44318,udp,2
26924,udp,1
52704,other,4
34294,udp,4
53916,other,4
14865,tcp,1
55360,other,1
56572,other,3
63020,other,4
17703,tcp,2
64232,other,4
13146,udp,2
13914,other,1
65444,other,5
7818,tcp,3
29453,tcp,1
53716,udp,8
64569,udp,4
22544,udp,3
31942,udp,4
41183,tcp,2
18400,udp,1
21983,other,1
43834,other,4
32833,udp,1
5380,tcp,3
9141,other,2
21219,udp,2
47453,other,3
58420,tcp,6
54377,other,3
11376,tcp,4
64152,udp,3
43064,udp,1
3557,other,2
31314,udp,2
39711,udp,1
38874,udp,1
59962,udp,3
29476,udp,8
27636,other,3
9079,udp,2
25125,other,3
19240,udp,1
14591,tcp,1
59311,tcp,5
17503,tcp,3
48904,other,4
51565,udp,5
40712,udp,4
35209,other,1
26901,tcp,2
56208,udp,4
37760,udp,2
51816,tcp,2
42167,udp,7
35548,udp,2
8627,other,2
6727,udp,1
42418,tcp,6
64230,other,5
21923,udp,1
35140,other,2
13751,tcp,5
56570,other,1
27480,other,3
28362,udp,2
38648,other,3
60265,udp,3
64548,other,2
46308,other,5
26755,tcp,3
56888,other,3
7198,tcp,1
47145,tcp,3
30617,udp,1
16472,udp,2
23494,other,5
7263,other,2
20241,udp,3
17557,tcp,1
31154,other,2
27798,other,3
49673,udp,3
63729,tcp,1
63933,other,3
49022,tcp,1
37564,other,3
41238,other,2
2876,other,3
47098,udp,3
40906,tcp,1
65243,tcp,2
2193,other,4
40710,other,5
33418,other,2
31508,tcp,3
30070,other,2
27688,udp,7
15587,other,3
50027,udp,4
32687,tcp,1
8404,udp,3
29616,udp,1
64352,udp,2
24672,other,2
8095,tcp,5
7567,udp,2
8041,udp,2
23247,other,3
23289,tcp,3
56566,udp,4
63929,tcp,2
17357,tcp,2
60609,udp,1
12286,tcp,2
59886,tcp,1
19310,udp,2
21149,udp,5
51472,tcp,1
58280,udp,1
4424,udp,2
12502,tcp,3
32129,tcp,5
12525,udp,2
55300,udp,2
6029,udp,6
9054,other,1
60963,udp,2
3310,tcp,2
21777,udp,1
577,tcp,3
47075,tcp,3
13881,tcp,4
32757,tcp,7
10561,udp,7
48529,tcp,3
24345,udp,1
37062,udp,2
60312,tcp,1
35325,tcp,1
3961,udp,3
44723,tcp,3
30254,tcp,1
33743,udp,1
6205,other,7
60893,udp,6
9926,other,5
54061,other,2
21684,tcp,2
55273,other,3
11936,other,1
26183,other,3
21056,tcp,3
42097,udp,8
46460,udp,1
35618,udp,3
29346,udp,3
41527,tcp,2
25312,udp,2
65336,udp,1
39759,tcp,5
8714,other,1
3094,tcp,3
3403,udp,3
19727,other,3
60870,tcp,3
1586,udp,2
61511,other,3
29323,tcp,6
15954,other,8
60242,tcp,5
1563,tcp,2
39689,tcp,2
6383,udp,3
42074,tcp,6
23614,other,4
24826,other,4
22317,other,4
42383,other,1
42513,udp,5
16742,udp,4
14657,other,1
56008,udp,3
21105,other,1
33115,udp,3
41171,other,2
9977,tcp,2
43692,udp,1
13445,other,1
62745,tcp,1
50043,other,3
59131,other,2
27939,tcp,3
53347,tcp,1
37132,udp,2
28846,other,1
43041,tcp,3
1135,other,3
46530,udp,4
36506,other,1
53998,udp,2
37718,other,4
65406,udp,4
18882,tcp,4
38851,tcp,1
57727,tcp,2
52532,udp,4
30855,other,1
35274,udp,3
9425,udp,3
30454,tcp,2
23091,udp,8
38744,udp,2
42537,other,1
30324,tcp,3
47368,udp,3
37120,other,1
34071,tcp,4
38721,tcp,1
40028,other,2
2400,tcp,4
16542,udp,2
11471,udp,4
17287,tcp,3
49962,other,3
42297,udp,4
22938,tcp,1
30347,udp,6
55589,other,5
52552,other,2
3490,other,2
62768,udp,2
60212,other,3
20111,udp,4
62117,tcp,1
4218,tcp,4
56473,tcp,1
23359,tcp,2
7544,tcp,2
36508,other,1
57927,tcp,5
44892,other,2
14935,tcp,1
13291,other,5
4856,other,5
4976,tcp,3
52706,other,2
26337,other,3
45487,tcp,4
48957,tcp,1
59534,udp,2
34271,tcp,4
16884,other,4
53147,tcp,2
54885,tcp,4
62545,tcp,2
28692,other,2
65442,other,3
38861,other,1
43134,udp,2
37436,other,2
65313,tcp,2
57782,other,1
64282,udp,2
4776,tcp,2
47168,udp,3
30547,udp,1
52726,tcp,1
22738,tcp,3
33791,other,7
21900,tcp,5
25940,udp,4
6006,tcp,1
32366,other,1
58080,udp,6
36352,other,7
377,tcp,3
40026,other,7
8171,udp,4
61930,udp,2
13681,tcp,4
59334,udp,2
62721,other,2
57510,tcp,2
6657,udp,2
4854,other,3
28292,udp,1
48112,tcp,5
31282,other,2
37690,udp,1
26778,udp,2
44923,tcp,3
42699,other,5
35525,tcp,3
30882,tcp,3
14375,other,3
26127,tcp,3
52550,other,4
1028,udp,3
21484,tcp,2
60335,udp,1
6290,tcp,3
44890,other,2
47607,other,2
56673,tcp,1
12086,tcp,5
35761,udp,3
7773,other,3
17819,tcp,2
56789,tcp,3
11886,udp,3
38921,udp,3
25078,other,1
8728,tcp,7
61730,udp,3
10772,udp,4
42784,udp,4
52113,other,1
31897,tcp,2
1770,other,2
23351,other,1
11584,other,1
36793,other,4
58835,tcp,4
28092,tcp,2
47537,udp,4
13932,udp,2
19588,other,1
51957,tcp,1
41670,udp,5
9777,tcp,1
42559,tcp,4
62698,tcp,2
52659,other,3
41839,tcp,1
1053,tcp,2
38775,tcp,3
695,udp,3
37595,udp,2
34856,other,4
10144,tcp,5
46993,udp,4
31278,other,3
38968,other,2
23728,tcp,2
27477,udp,2
5121,other,6
23291,udp,3
26363,udp,3
29523,udp,1
47157,other,3
99,other,3
47605,other,6
38065,udp,1
13076,udp,2
52332,udp,3
60535,tcp,6
3581,tcp,2
55958,other,1
48183,udp,6
3308,tcp,4
51909,udp,1
61401,udp,2
33663,other,1
39319,tcp,2
1005,udp,3
52096,other,3
45251,tcp,2
35133,tcp,1
9448,tcp,1
17604,other,5
9943,other,1
3502,tcp,4
46020,udp,4
39970,udp,1
62216,tcp,6
23066,tcp,1
59570,other,7
9729,udp,3
5262,tcp,3
33386,udp,1
8194,udp,3
21385,tcp,2
56307,tcp,1
45435,other,3
1456,tcp,2
35432,udp,5
30783,tcp,3
51160,tcp,1
54092,udp,2
64793,other,1
45228,tcp,5
50440,tcp,2
4643,other,4
31493,other,4
7790,tcp,3
19042,other,3
55346,tcp,3
2054,udp,3
41042,tcp,2
64744,tcp,2
59095,udp,4
20239,tcp,5
14305,other,1
20505,other,3
2496,tcp,1
15516,udp,3
3168,udp,2
14747,tcp,5
39947,udp,1
7012,other,1
1382,tcp,3
63490,udp,3
213,udp,5
14499,other,4
29571,tcp,3
33789,udp,3
59781,other,5
2684,other,4
32464,tcp,1
9326,udp,3
55974,udp,1
41116,tcp,2
8962,udp,1
44531,tcp,2
51846,other,4
13633,tcp,3
61494,other,2
63948,other,1
769,udp,2
55028,other,5
14958,udp,2
42485,tcp,3
31187,udp,2
1344,other,3
19725,udp,1
63362,tcp,3
51635,other,3
33233,udp,4
35835,udp,4
50996,tcp,1
42631,udp,2
22251,udp,3
36032,other,5
26985,other,2
7719,udp,1
48740,tcp,4
43260,other,3
18611,udp,4
39342,tcp,2
3984,tcp,2
47463,udp,2
20716,other,1
5591,tcp,1
39736,tcp,1
18079,udp,3
37442,udp,2
10538,tcp,3
57413,other,4
24617,other,4
13980,tcp,1
30301,tcp,3
53811,udp,2
6587,udp,2
28044,udp,1
36582,other,4
11539,udp,1
50514,tcp,3
22499,tcp,5
33087,tcp,3
61102,tcp,4
6031,udp,3
3497,udp,6
23800,udp,3
39610,other,6
30857,tcp,1
51883,tcp,5
17679,udp,1
42390,udp,3
25289,other,2
46576,udp,1
24480,other,5
15998,udp,3
62844,udp,7
887,tcp,5
48622,udp,1
41869,other,2
46694,tcp,3
36578,other,4
49116,other,4
37296,tcp,5
7558,other,3
19011,udp,4
18065,other,3
21031,udp,4
47820,other,7
40130,other,3
11533,other,2
53446,udp,2
44048,udp,3
1487,udp,3
29354,other,2
15217,tcp,2
27252,other,4
54187,tcp,3
61198,udp,1
28562,udp,3
25335,tcp,5
52448,other,1
21177,other,2
33526,tcp,1
54531,udp,2
56600,other,4
20937,udp,3
55053,udp,1
21459,tcp,2
56233,tcp,2
32346,udp,2
24691,other,1
11330,udp,2
29689,other,3
46212,tcp,2
34048,tcp,1
50721,other,5
61654,other,2
52357,tcp,3
2541,tcp,2
57383,tcp,3
5701,tcp,2
3063,tcp,6
17039,udp,1
55289,udp,2
50075,tcp,1
20503,tcp,5
3655,tcp,4
11105,tcp,1
36458,udp,2
49144,udp,4
31244,tcp,1
345,other,3
40642,tcp,6
26437,udp,3
20570,udp,2
48015,other,1
39026,udp,3
56861,udp,1
7984,other,2
38482,udp,1
11172,udp,2
29084,udp,5
2149,tcp,10
19651,udp,2
51835,udp,1
2469,other,1
5309,tcp,4
37960,udp,1
63098,tcp,4
24914,udp,1
59707,other,4
31872,udp,1
22108,other,2
27395,other,4
464,other,2
4978,other,2
65144,tcp,2
47963,other,3
41744,udp,1
17939,other,2
64451,udp,2
8633,udp,2
63585,tcp,1
40585,udp,2
40878,tcp,7
29706,other,1
54139,udp,4
38849,tcp,6
64257,udp,4
55610,tcp,2
62770,udp,1
5543,udp,3
40557,other,4
10867,tcp,2
20016,tcp,3
14673,tcp,1
7769,other,2
43595,other,3
54270,other,3
20720,other,6
18859,tcp,2
22913,udp,7
13515,udp,3
60940,udp,1
26802,udp,4
40891,other,2
9221,tcp,1
19164,udp,3
52121,tcp,4
41745,other,2
52844,tcp,5
16982,udp,3
9521,other,5
63537,udp,3
53739,tcp,1
20771,other,2
11744,other,3
4542,tcp,3
47748,other,1
22474,udp,4
28197,udp,1
53372,udp,4
24520,udp,2
20644,udp,3
50798,tcp,3
2840,udp,1
43351,udp,7
30665,udp,8
32639,udp,6
39821,other,3
63402,other,2
57202,other,4
42201,tcp,3
54976,other,7
41086,other,4
7223,other,3
64687,udp,4
32272,udp,3
42437,udp,1
8247,other,4
45856,udp,5
55239,other,4
27408,other,1
24406,other,4
58717,udp,3
63613,other,2
29377,tcp,3
9520,udp,1
49319,udp,4
48424,udp,3
63659,tcp,7
57822,udp,2
7913,udp,3
13095,other,4
61755,tcp,3
1555,other,2
39297,tcp,1
49711,other,3
24128,tcp,1
47202,other,3
45133,udp,3
24615,tcp,1
14288,other,1
8036,other,1
51590,tcp,4
50510,other,2
8334,tcp,1
38139,udp,3
62283,udp,3
15122,udp,4
14516,other,5
11733,udp,5
56935,udp,2
2935,tcp,1
42924,tcp,2
11246,udp,1
38504,udp,2
47902,udp,1
18990,other,2
29917,other,2
13703,other,2
22498,other,3
41534,other,1
57748,other,3
9732,other,3
3936,udp,4
40155,tcp,2
29106,udp,4
13909,udp,4
42192,udp,6
19253,other,2
25884,other,4
52485,udp,1
35207,tcp,1
25988,tcp,2
1681,udp,3
7080,udp,3
10819,udp,5
61883,udp,3
54481,other,2
25042,tcp,1
57335,udp,1
63829,other,1
34310,other,3
20931,other,2
43087,udp,4
42068,other,2
34440,tcp,1
2448,udp,2
56935,other,3
54426,other,3
36459,other,4
26521,tcp,5
15029,udp,4
4055,tcp,3
7592,tcp,7
47581,tcp,3
41603,tcp,3
22965,other,2
27587,other,7
5912,udp,1
13588,tcp,1
47170,udp,1
57094,udp,3
44969,udp,2
64104,udp,1
36089,udp,3
49120,other,6
62058,udp,6
29230,other,2
25752,tcp,3
42806,udp,1
9081,tcp,3
56650,tcp,4
23690,other,3
65218,tcp,1
11294,udp,3
17452,tcp,1
20692,udp,3
32562,other,2
61637,udp,4
44577,other,2
65266,tcp,3
1894,other,2
17797,tcp,3
62284,other,3
56990,other,1
2134,other,1
49022,udp,6
59582,udp,3
52924,udp,2
17123,tcp,2
37617,udp,3
25669,other,1
45294,other,6
36719,other,5
44114,other,1
26924,tcp,1
7544,udp,1
19286,udp,2
31919,udp,2
23313,udp,2
49070,tcp,2
40098,udp,3
12007,other,1
12426,tcp,2
22986,tcp,2
21267,udp,4
37862,other,3
56448,udp,3
56811,other,4
16354,tcp,1
60868,tcp,3
1679,other,1
14164,other,4
54959,udp,2
61009,udp,3
45053,tcp,1
42144,udp,1
15634,tcp,3
32833,tcp,2
51542,udp,4
50581,udp,3
47880,tcp,2
28684,udp,5
23475,other,4
33873,tcp,2
18124,udp,1
27522,udp,3
9033,udp,4
38183,tcp,1
50878,udp,4
15077,tcp,2
18566,udp,5
24475,tcp,1
19843,tcp,2
17404,udp,1
27964,udp,4
20016,udp,2
54852,other,1
56496,tcp,4
23987,udp,5
30037,udp,1
39711,tcp,2
38876,other,4
19133,udp,2
61635,other,3
21824,tcp,1
58542,tcp,2
17526,tcp,2
23660,udp,6
60360,tcp,1
41410,other,2
38541,other,5
1974,tcp,1
36340,tcp,1
32711,udp,2
31779,udp,4
60794,tcp,3
37647,other,2
65192,tcp,2
14155,tcp,5
10285,udp,1
65395,other,6
33825,udp,3
55171,tcp,3
57537,other,2
26850,tcp,4
24081,udp,1
43526,udp,1
5245,other,1
47252,tcp,1
8869,udp,3
59722,tcp,1
34128,udp,1
10890,tcp,4
25729,tcp,4
15358,udp,3
57628,udp,1
54333,tcp,1
32131,tcp,4
1220,other,5
24756,udp,2
64257,tcp,1
556,other,1
62357,udp,2
63731,tcp,8
6952,udp,3
64152,tcp,2
47098,tcp,1
59309,tcp,1
14589,udp,5
59730,other,2
24427,udp,3
8987,tcp,1
49144,tcp,4
14262,udp,2
7204,other,4
29098,other,2
29546,other,3
7127,udp,1
8041,tcp,2
51396,tcp,4
52915,other,1
48437,other,1
23553,tcp,2
24476,other,2
13493,udp,1
18706,tcp,3
16201,tcp,2
62475,udp,4
30739,udp,3
34246,udp,5
11725,other,4
43644,udp,4
53077,udp,2
59922,other,3
57272,other,3
253,other,2
55005,udp,7
17557,udp,3
56344,other,2
20560,other,4
28531,udp,3
11908,udp,1
33452,other,5
14081,tcp,2
57975,tcp,1
38633,other,1
44833,other,4
13827,other,1
6433,other,3
16959,tcp,5
8942,other,2
27056,other,3
42324,other,2
48529,udp,3
32951,tcp,3
23150,tcp,5
41598,udp,2
26082,udp,1
18184,other,1
6290,udp,2
23827,other,2
63705,other,1
484,tcp,4
40301,udp,2
57189,tcp,2
21684,udp,2
18219,tcp,2
60609,tcp,4
50322,udp,2
27617,tcp,3
52324,other,1
21318,other,2
9589,udp,2
28337,tcp,4
56679,other,2
1821,udp,1
37735,tcp,3
41960,other,1
65429,udp,1
44391,udp,2
12286,udp,1
506,udp,3
49455,other,2
9813,tcp,1
5937,tcp,2
64074,other,5
22620,udp,1
58327,other,2
40676,other,4
3872,other,2
46840,udp,4
35688,other,4
40002,udp,2
54411,other,6
20985,tcp,3
59498,udp,4
23140,other,3
43692,tcp,1
51850,other,3
57927,udp,3
52109,other,3
48858,udp,4
13236,other,3
48577,tcp,6
7767,tcp,2
37107,tcp,4
39618,udp,2
27037,other,3
3015,tcp,4
35689,tcp,3
54618,other,3
41862,tcp,1
60312,udp,2
60048,tcp,1
25760,other,2
10026,udp,1
8359,tcp,4
58396,tcp,1
54833,other,4
14380,tcp,1
48278,tcp,2
25963,udp,1
59235,tcp,1
1334,udp,8
1088,other,1
16565,udp,3
57676,tcp,1
213,tcp,1
3094,udp,1
34969,tcp,5
35396,udp,6
9326,tcp,3
36013,other,3
58976,udp,4
65026,udp,1
43237,other,1
49578,udp,3
11587,tcp,4
44120,udp,3
61300,other,2
699,other,2
39179,tcp,4
34294,tcp,3
26778,tcp,3
59515,other,3
20311,tcp,2
51137,tcp,3
40254,other,1
55098,other,3
47944,other,3
44459,tcp,3
57006,other,2
54885,udp,2
34874,udp,5
29780,other,4
33408,udp,5
35857,other,5
20895,other,5
16673,other,2
42874,other,2
34054,other,1
25476,udp,2
57581,udp,3
31941,other,6
38744,tcp,3
51300,other,4
110,other,3
3796,udp,1
65060,other,2
27160,other,3
58348,udp,3
45100,other,4
49701,tcp,5
2200,udp,1
20498,tcp,1
22914,other,1
4030,udp,5
4976,udp,6
45487,udp,1
35480,udp,2
18910,udp,1
5890,tcp,3
63146,other,2
37490,tcp,1
41278,other,2
38418,other,1
47655,tcp,4
27271,other,2
27570,tcp,2
19426,tcp,5
63103,tcp,2
18172,tcp,4
28824,tcp,2
38257,tcp,2
12773,udp,2
1408,udp,3
49903,other,2
1363,other,2
32390,tcp,2
65216,other,5
22938,udp,5
33787,other,5
29295,udp,2
51957,udp,1
6879,other,2
33898,other,4
1053,udp,3
2995,other,2
30372,udp,3
51160,udp,6
1681,tcp,4
25988,udp,4
30155,tcp,2
20456,other,2
53446,tcp,2
30178,udp,2
31269,tcp,2
32223,other,2
36481,tcp,3
17819,udp,1
6442,tcp,3
56789,udp,1
4799,tcp,4
52332,tcp,3
38441,other,4
33928,other,2
12094,other,2
61730,tcp,3
33087,udp,1
58853,other,3
38139,tcp,1
42784,tcp,3
31897,udp,5
39390,tcp,3
12261,udp,2
63899,other,3
42390,tcp,3
23066,udp,2
47537,tcp,3
47948,tcp,3
13932,tcp,2
25984,other,1
33386,tcp,2
45808,udp,1
56307,udp,2
12813,other,2
9713,other,2
43728,other,3
56029,other,6
18532,other,5
60231,other,1
30783,udp,3
1633,udp,3
39342,udp,4
56468,other,6
7790,udp,6
10538,udp,1
15410,other,4
20038,other,4
50621,other,1
38285,other,2
64744,udp,4
29224,udp,2
48085,other,4
11587,udp,4
35761,tcp,2
53338,other,3
10110,other,3
26363,tcp,4
3773,tcp,2
38341,tcp,3
43943,other,5
8055,other,5
39947,tcp,3
13076,tcp,6
50609,tcp,2
26915,other,3
36563,other,1
39319,udp,1
59070,udp,4
45251,udp,1
48717,udp,1
61835,udp,1
48115,other,3
38693,udp,4
41919,udp,4
13005,tcp,3
27495,other,2
21385,udp,1
6135,other,2
58638,other,3
9931,tcp,2
35835,tcp,5
56705,other,1
18859,udp,7
52343,other,2
6516,tcp,3
54518,other,1
48988,tcp,2
7719,tcp,5
48740,udp,3
45239,other,3
5591,udp,3
364,other,2
29369,udp,3
3379,udp,1
34389,other,3
23040,other,2
38211,udp,4
48330,other,3
20912,other,3
1216,udp,2
15927,tcp,1
15516,tcp,2
28044,tcp,1
647,udp,5
38065,tcp,2
10656,other,7
25545,other,4
22499,udp,3
3308,udp,2
14402,tcp,3
32464,udp,3
8962,tcp,1
41862,udp,2
14109,other,3
9448,udp,3
51883,udp,1
769,tcp,2
31626,tcp,2
42485,udp,4
46540,other,1
38652,other,3
9729,tcp,1
15998,tcp,2
63792,other,2
31139,udp,2
62844,tcp,4
53324,udp,1
48622,tcp,6
11105,udp,3
26437,tcp,2
61373,tcp,2
32571,udp,2
8146,udp,1
4317,tcp,1
36875,tcp,2
16790,udp,1
21031,tcp,2
