dstport,protocol,tag
5042,tcp,sv_P3
54119,udp,sv_P1
43664,icmp,email
62584,icmp,sv_P5
54046,icmp,sv_P3
48825,udp,sv_P2
27889,tcp,sv_P1
15797,udp,sv_P5
20334,tcp,sv_P4
36918,udp,sv_P5
55048,tcp,sv_P3
19831,tcp,sv_P2
53546,icmp,sv_P2
5860,tcp,email
49118,udp,sv_P4
60117,udp,sv_P4
28374,tcp,sv_P2
49120,tcp,sv_P1
60591,icmp,email
7465,tcp,sv_P1
21516,icmp,sv_P5
35280,icmp,email
41604,icmp,sv_P1
32481,icmp,email
29742,udp,email
49737,icmp,sv_P1
17802,icmp,email
407,icmp,sv_P3
35678,icmp,sv_P1
57950,tcp,sv_P5
52069,tcp,email
38931,udp,sv_P2
62502,udp,sv_P4
62803,tcp,sv_P1
58893,udp,sv_P5
9778,udp,sv_P4
39150,icmp,email
65466,icmp,sv_P4
41326,udp,sv_P3
40106,icmp,sv_P5
40178,tcp,sv_P3
44086,udp,sv_P4
52153,udp,sv_P5
56284,udp,sv_P5
27758,udp,sv_P1
28803,tcp,sv_P4
60867,tcp,email
42707,icmp,sv_P4
12950,icmp,sv_P4
31139,tcp,email
63343,tcp,sv_P3
40093,tcp,sv_P4
5441,icmp,sv_P2
21632,udp,sv_P1
28896,tcp,sv_P4
19937,tcp,sv_P4
9186,tcp,sv_P3
21171,udp,sv_P3
34921,icmp,sv_P2
17116,icmp,sv_P1
61946,udp,sv_P4
8411,tcp,sv_P5
8580,tcp,sv_P1
4334,tcp,sv_P2
11883,icmp,sv_P4
54192,udp,sv_P4
14886,icmp,sv_P4
4082,tcp,sv_P5
107,udp,sv_P1
62759,tcp,email
24664,udp,sv_P3
45553,udp,sv_P5
17565,tcp,sv_P4
64687,icmp,sv_P4
44243,tcp,sv_P5
54494,tcp,sv_P4
44367,icmp,sv_P5
16416,icmp,sv_P2
3563,udp,sv_P5
25875,icmp,sv_P2
12966,icmp,sv_P3
10917,icmp,sv_P2
28892,udp,sv_P1
3235,tcp,sv_P3
54414,udp,email
27139,icmp,sv_P1
997,udp,sv_P3
12768,udp,sv_P2
35363,tcp,sv_P4
35072,icmp,sv_P5
14805,udp,sv_P2
2389,udp,email
58284,icmp,sv_P4
43964,udp,email
57955,udp,sv_P1
9796,icmp,sv_P2
10039,tcp,email
48943,icmp,sv_P4
42899,udp,sv_P3
63152,udp,email
16110,udp,sv_P2
52053,tcp,sv_P4
63456,udp,sv_P1
63716,tcp,sv_P4
40466,tcp,sv_P3
41878,udp,sv_P2
479,tcp,sv_P1
307,icmp,email
30053,tcp,sv_P3
15848,udp,sv_P3
5817,icmp,email
17012,udp,sv_P4
3922,icmp,sv_P5
22134,udp,sv_P2
45988,icmp,email
56679,tcp,sv_P4
12027,udp,sv_P5
38299,icmp,sv_P4
51515,udp,sv_P2
57887,icmp,sv_P4
14933,icmp,sv_P4
53404,udp,sv_P2
37075,tcp,sv_P1
36249,udp,email
13789,icmp,sv_P5
10973,icmp,sv_P2
56764,icmp,sv_P3
45427,tcp,sv_P1
3867,tcp,sv_P4
28073,udp,sv_P2
35956,icmp,email
5104,tcp,sv_P2
14604,icmp,sv_P2
10125,icmp,sv_P2
369,tcp,sv_P3
11651,udp,sv_P5
7105,udp,sv_P4
7747,tcp,sv_P1
6819,udp,email
18546,tcp,sv_P3
11477,udp,email
37231,icmp,sv_P2
32157,tcp,sv_P2
55793,tcp,sv_P5
55100,tcp,sv_P3
65347,tcp,sv_P3
38980,tcp,sv_P1
45237,tcp,sv_P2
62594,tcp,sv_P4
35277,tcp,sv_P3
43825,udp,email
49567,udp,sv_P1
27765,udp,sv_P5
62241,tcp,sv_P3
63875,udp,sv_P4
26272,udp,sv_P2
20849,tcp,sv_P3
35773,tcp,sv_P1
40013,udp,sv_P5
19757,udp,sv_P4
54571,icmp,sv_P4
34852,icmp,email
18689,tcp,email
32169,tcp,email
19655,icmp,email
15574,icmp,sv_P1
45279,icmp,sv_P3
53557,tcp,sv_P3
50824,udp,sv_P1
37634,udp,sv_P5
37567,icmp,sv_P2
31803,tcp,sv_P3
11519,tcp,sv_P4
11606,icmp,sv_P2
35133,udp,sv_P5
9120,tcp,email
59987,tcp,sv_P4
15580,udp,sv_P2
61264,icmp,email
23477,udp,sv_P2
46536,tcp,sv_P1
41079,udp,sv_P3
19140,udp,sv_P1
52188,icmp,sv_P1
57804,icmp,sv_P5
15558,icmp,sv_P2
20626,icmp,sv_P1
10813,icmp,sv_P1
50347,tcp,sv_P2
18423,tcp,sv_P4
49167,icmp,email
53615,tcp,sv_P1
35752,udp,sv_P1
63760,udp,sv_P1
24972,tcp,sv_P5
28572,udp,sv_P1
63403,udp,sv_P1
20519,icmp,sv_P4
31969,udp,email
56254,tcp,sv_P5
59476,tcp,sv_P2
10570,udp,email
53577,udp,sv_P1
1997,tcp,sv_P1
54230,tcp,sv_P1
56691,tcp,sv_P5
48461,icmp,email
26720,udp,sv_P3
31803,udp,sv_P5
2533,icmp,sv_P1
55246,icmp,sv_P4
11601,udp,sv_P1
14031,udp,sv_P1
21854,tcp,sv_P3
46983,tcp,sv_P2
26043,udp,email
24538,icmp,email
61994,udp,sv_P3
43379,tcp,sv_P4
6388,icmp,sv_P3
43673,tcp,sv_P2
14214,udp,sv_P2
40689,tcp,sv_P3
19898,icmp,sv_P5
19317,icmp,sv_P4
25947,udp,email
32584,icmp,email
62051,icmp,sv_P2
26456,udp,sv_P1
11199,icmp,sv_P2
16440,icmp,sv_P3
30976,icmp,email
19052,tcp,sv_P2
27337,udp,email
44334,icmp,sv_P2
21245,udp,email
296,udp,sv_P3
21569,icmp,sv_P1
7994,tcp,sv_P5
41412,udp,sv_P2
1396,tcp,sv_P1
22641,udp,sv_P2
53485,icmp,sv_P5
54788,tcp,sv_P2
48544,udp,sv_P2
11663,udp,sv_P2
7962,tcp,sv_P1
59996,icmp,sv_P4
39923,udp,sv_P3
19790,icmp,sv_P2
5780,icmp,sv_P1
31147,icmp,sv_P2
43271,udp,sv_P3
32854,udp,sv_P5
56291,udp,sv_P2
57973,tcp,sv_P1
57752,tcp,sv_P3
18261,udp,sv_P1
36599,udp,sv_P2
858,tcp,sv_P4
19125,tcp,sv_P3
44130,udp,sv_P5
36463,udp,sv_P3
37273,tcp,email
23307,tcp,sv_P2
16265,icmp,sv_P1
23573,tcp,sv_P4
26441,tcp,sv_P2
6928,tcp,sv_P3
31112,icmp,sv_P4
3532,icmp,sv_P2
30820,icmp,sv_P3
32357,udp,sv_P2
24348,udp,sv_P2
65408,udp,email
10603,udp,sv_P1
51148,icmp,sv_P2
37261,tcp,sv_P2
63916,udp,sv_P5
38809,tcp,sv_P4
48989,tcp,sv_P2
65240,icmp,sv_P5
47829,udp,sv_P2
22952,icmp,sv_P4
43985,icmp,sv_P3
13723,udp,sv_P5
55902,tcp,sv_P2
31284,udp,sv_P1
40226,udp,sv_P1
40231,icmp,sv_P5
9506,udp,sv_P2
47183,icmp,sv_P1
22785,tcp,sv_P3
59895,udp,sv_P1
33115,udp,sv_P1
22300,icmp,sv_P4
39800,tcp,sv_P4
5346,udp,sv_P2
61988,icmp,sv_P1
9854,udp,sv_P4
65232,icmp,email
6626,udp,sv_P3
50331,tcp,sv_P3
62015,udp,sv_P1
49216,udp,email
50863,icmp,sv_P4
59777,udp,sv_P4
24772,tcp,sv_P3
51552,udp,sv_P4
61708,icmp,sv_P4
6138,icmp,sv_P5
50601,tcp,sv_P2
19473,tcp,sv_P5
53446,icmp,sv_P2
51362,tcp,sv_P2
28165,udp,email
58601,udp,sv_P3
61,icmp,sv_P3
38000,tcp,sv_P1
48562,udp,sv_P5
8176,icmp,email
33809,tcp,sv_P1
48976,icmp,email
13441,tcp,sv_P2
50984,udp,sv_P4
15218,tcp,sv_P2
62841,tcp,email
42285,tcp,email
5148,tcp,email
1674,icmp,email
6163,icmp,sv_P1
35645,tcp,sv_P1
15778,udp,sv_P1
54700,tcp,sv_P5
62457,udp,sv_P5
50792,tcp,sv_P1
37433,tcp,sv_P3
53484,udp,sv_P3
65092,icmp,sv_P3
32842,udp,sv_P1
28378,tcp,sv_P4
59346,icmp,sv_P4
37691,udp,email
27062,icmp,sv_P5
9717,tcp,sv_P1
61113,tcp,sv_P1
8209,udp,sv_P2
63109,tcp,email
33143,udp,sv_P2
51500,icmp,sv_P4
28217,udp,sv_P4
7244,udp,sv_P3
59641,udp,sv_P5
6874,tcp,sv_P2
62024,tcp,sv_P5
12556,udp,sv_P3
61045,icmp,sv_P4
23458,tcp,sv_P2
8323,tcp,sv_P5
20606,icmp,sv_P4
5008,tcp,sv_P1
43064,tcp,sv_P1
22065,udp,sv_P5
64911,udp,sv_P2
48052,udp,sv_P2
916,tcp,sv_P2
2921,udp,sv_P2
54595,icmp,sv_P4
20372,icmp,sv_P2
22835,udp,email
62648,udp,email
48878,tcp,email
59939,tcp,sv_P4
48764,icmp,sv_P4
48546,udp,sv_P3
27779,tcp,sv_P5
37724,tcp,sv_P1
12322,tcp,sv_P4
45559,tcp,email
14774,icmp,sv_P1
5692,tcp,sv_P3
35965,tcp,sv_P4
33980,tcp,email
20160,icmp,sv_P5
47896,udp,sv_P1
21120,tcp,email
9125,icmp,sv_P3
46889,icmp,sv_P4
59884,tcp,sv_P3
25149,udp,email
43776,udp,sv_P2
58895,udp,sv_P4
4103,icmp,sv_P3
12418,icmp,sv_P2
16063,icmp,sv_P3
18870,tcp,email
7310,udp,sv_P2
49708,icmp,sv_P4
53237,icmp,email
62923,icmp,sv_P4
36898,icmp,sv_P4
15589,icmp,sv_P2
36880,tcp,sv_P2
28038,udp,sv_P2
15714,icmp,sv_P2
28664,udp,sv_P3
65523,udp,sv_P3
48296,icmp,sv_P3
64733,icmp,sv_P1
45600,tcp,sv_P3
43165,udp,sv_P2
51564,icmp,sv_P2
52261,tcp,sv_P2
30692,udp,email
61426,tcp,sv_P1
6906,tcp,sv_P2
45372,icmp,sv_P5
9818,icmp,sv_P1
49487,tcp,sv_P3
39650,udp,sv_P4
1444,icmp,sv_P2
43005,tcp,sv_P4
46785,icmp,sv_P1
34027,icmp,sv_P4
2379,udp,sv_P2
4479,tcp,sv_P3
26631,tcp,sv_P4
20977,udp,sv_P4
46308,tcp,sv_P2
41305,icmp,sv_P3
28571,tcp,email
37094,tcp,sv_P2
47276,udp,sv_P3
64353,udp,email
43524,tcp,sv_P5
64891,udp,sv_P2
21682,udp,sv_P4
40127,icmp,sv_P2
57579,tcp,sv_P2
8412,tcp,sv_P4
44130,icmp,sv_P2
1204,icmp,sv_P5
52532,icmp,sv_P3
16836,tcp,sv_P5
48768,udp,sv_P5
18340,tcp,email
39866,icmp,sv_P2
4544,tcp,sv_P3
30618,icmp,sv_P1
59080,tcp,sv_P5
2487,tcp,sv_P1
14252,tcp,sv_P3
3635,udp,sv_P4
14327,udp,sv_P2
38464,tcp,sv_P2
48358,icmp,sv_P4
9174,udp,sv_P2
48720,icmp,email
23441,udp,sv_P2
26701,icmp,sv_P1
48318,tcp,email
1919,tcp,sv_P3
65231,icmp,sv_P3
926,icmp,sv_P1
33349,icmp,sv_P2
53661,icmp,sv_P1
7813,udp,sv_P2
54208,icmp,sv_P4
32988,icmp,sv_P1
5522,tcp,email
22790,tcp,sv_P3
12098,icmp,sv_P5
56710,udp,sv_P5
35446,udp,sv_P4
897,icmp,sv_P1
11414,icmp,sv_P5
39943,icmp,sv_P4
7454,icmp,sv_P2
63409,udp,sv_P2
38632,icmp,sv_P4
13293,icmp,sv_P1
26146,icmp,sv_P5
41296,tcp,sv_P2
47508,icmp,sv_P3
39038,tcp,sv_P4
15068,udp,sv_P4
53878,icmp,email
619,tcp,email
56865,udp,sv_P3
28498,udp,sv_P1
39206,udp,sv_P1
16464,udp,sv_P2
40317,udp,email
56721,icmp,sv_P1
57614,tcp,sv_P1
27610,icmp,sv_P4
5644,tcp,sv_P3
21688,icmp,sv_P2
41463,icmp,email
39951,icmp,sv_P2
7226,udp,sv_P3
57812,icmp,email
24242,udp,sv_P1
21372,udp,email
33597,udp,sv_P5
39081,tcp,sv_P3
26234,icmp,email
35007,tcp,sv_P1
43250,udp,sv_P3
33774,icmp,sv_P1
14071,icmp,email
47915,icmp,sv_P3
24731,udp,sv_P5
46325,udp,email
51216,udp,sv_P2
52199,udp,sv_P5
61804,icmp,sv_P5
8223,tcp,sv_P4
17556,icmp,email
26851,tcp,sv_P1
53541,icmp,sv_P2
46886,icmp,sv_P3
10502,icmp,sv_P4
59758,udp,sv_P5
36739,udp,sv_P1
55429,udp,sv_P2
54560,udp,sv_P4
169,icmp,email
23074,tcp,sv_P4
30324,udp,sv_P2
15511,udp,sv_P1
20418,udp,sv_P1
21581,tcp,sv_P4
51070,icmp,email
26866,tcp,sv_P1
58466,udp,sv_P5
30680,tcp,sv_P3
45938,udp,sv_P4
13684,udp,sv_P3
21966,tcp,sv_P5
23657,icmp,sv_P5
30336,icmp,sv_P1
1770,icmp,sv_P4
49672,icmp,sv_P4
3186,tcp,email
27004,icmp,sv_P1
21876,tcp,email
29027,icmp,sv_P1
33325,icmp,sv_P1
9983,icmp,sv_P4
22267,icmp,sv_P5
63790,icmp,sv_P5
49772,icmp,sv_P3
19671,tcp,email
25524,udp,sv_P2
37607,tcp,sv_P5
44505,udp,sv_P1
32539,tcp,email
6258,udp,sv_P2
52593,tcp,sv_P5
64378,icmp,email
25577,tcp,sv_P4
59534,tcp,sv_P4
45679,udp,sv_P4
24949,icmp,sv_P5
49856,tcp,sv_P4
56005,tcp,sv_P5
24733,tcp,sv_P2
49021,udp,sv_P4
2747,icmp,sv_P5
59451,udp,sv_P1
5930,tcp,sv_P2
17101,icmp,sv_P4
14393,udp,sv_P5
8073,icmp,sv_P3
22010,udp,sv_P4
57054,udp,email
62971,tcp,sv_P4
46725,tcp,email
37484,tcp,sv_P1
17416,udp,sv_P2
26182,udp,email
62809,udp,email
28562,icmp,sv_P1
13678,tcp,sv_P4
22071,udp,sv_P3
29608,tcp,sv_P2
48657,tcp,sv_P3
2040,icmp,sv_P5
43767,icmp,email
50147,udp,sv_P2
8424,icmp,sv_P2
32067,tcp,sv_P5
41459,icmp,sv_P3
28421,tcp,sv_P1
7746,udp,sv_P5
20914,udp,sv_P5
15592,icmp,sv_P3
22197,tcp,sv_P3
46674,udp,sv_P4
1681,icmp,sv_P2
63240,icmp,sv_P3
57837,udp,sv_P3
46280,tcp,sv_P3
26024,udp,email
61391,udp,sv_P1
14852,udp,sv_P1
22751,icmp,email
17579,icmp,sv_P3
16536,tcp,email
39010,icmp,sv_P3
41262,udp,sv_P2
19235,tcp,sv_P4
40212,tcp,sv_P4
50537,tcp,sv_P5
61685,udp,sv_P3
52960,udp,email
39496,tcp,sv_P2
33295,udp,sv_P4
52771,icmp,sv_P2
26881,udp,sv_P5
38476,udp,email
19298,icmp,sv_P4
25232,tcp,email
16958,icmp,sv_P4
40708,udp,sv_P4
64516,udp,email
51598,icmp,sv_P1
18291,icmp,sv_P3
148,icmp,sv_P2
57070,udp,sv_P4
44804,icmp,sv_P3
8957,udp,sv_P3
59984,udp,email
34640,udp,sv_P5
1582,icmp,sv_P2
64084,icmp,sv_P2
52155,icmp,sv_P2
9452,icmp,sv_P5
33495,tcp,sv_P4
47274,udp,sv_P3
11095,tcp,email
50721,icmp,sv_P3
52918,tcp,sv_P4
35288,tcp,sv_P3
48784,tcp,sv_P3
61124,udp,sv_P2
23265,tcp,sv_P3
55216,udp,sv_P5
18567,icmp,sv_P4
42384,icmp,email
33180,icmp,sv_P4
35037,tcp,email
15979,udp,email
7398,icmp,sv_P5
27953,tcp,sv_P1
54444,tcp,email
55153,udp,sv_P2
57099,icmp,sv_P1
15947,icmp,sv_P2
45260,tcp,sv_P5
64192,icmp,email
31122,tcp,email
167,tcp,sv_P2
65185,tcp,sv_P5
62095,tcp,sv_P5
31599,icmp,sv_P4
55664,tcp,sv_P1
62331,icmp,sv_P1
63921,tcp,sv_P2
63199,udp,sv_P5
34737,icmp,sv_P3
19205,tcp,sv_P2
37187,icmp,sv_P4
54357,tcp,sv_P4
28038,tcp,sv_P5
44050,udp,sv_P3
21814,udp,sv_P3
48539,icmp,sv_P3
41052,udp,sv_P3
62533,tcp,sv_P1
20018,tcp,sv_P2
19339,tcp,email
35058,tcp,sv_P4
43017,tcp,email
60757,tcp,sv_P3
16205,icmp,sv_P1
53456,tcp,sv_P1
42217,udp,sv_P3
44998,tcp,sv_P1
19406,tcp,sv_P4
18032,tcp,email
62996,udp,sv_P5
38180,udp,sv_P3
1031,udp,sv_P2
3393,tcp,sv_P3
43971,tcp,sv_P2
27736,icmp,sv_P2
46393,udp,sv_P1
5199,tcp,sv_P1
42703,tcp,sv_P3
54386,tcp,sv_P3
39362,udp,sv_P4
48680,icmp,sv_P1
34804,icmp,email
41825,udp,sv_P4
35505,icmp,sv_P4
35035,icmp,sv_P4
48140,icmp,email
3283,udp,sv_P3
13677,tcp,sv_P2
63475,tcp,email
52615,udp,sv_P3
7206,udp,sv_P4
24669,icmp,sv_P4
17519,icmp,sv_P3
28802,icmp,sv_P5
38989,icmp,sv_P1
9583,udp,email
53888,udp,sv_P2
36453,tcp,sv_P4
41653,icmp,sv_P5
21927,udp,sv_P5
17523,icmp,sv_P4
26651,tcp,sv_P3
38474,tcp,sv_P4
35240,udp,sv_P2
11302,tcp,email
35705,icmp,sv_P5
27915,udp,sv_P5
30969,icmp,sv_P2
12477,icmp,email
35528,udp,sv_P5
39051,icmp,sv_P5
29781,icmp,sv_P3
29876,icmp,sv_P2
1504,tcp,sv_P4
38350,tcp,email
47297,tcp,sv_P5
33887,icmp,sv_P3
1564,udp,sv_P5
57070,tcp,email
18801,udp,sv_P2
31985,icmp,sv_P2
51539,icmp,sv_P4
7079,tcp,sv_P5
16279,tcp,sv_P5
2942,tcp,sv_P3
13625,udp,sv_P2
61415,udp,sv_P1
32886,icmp,sv_P3
19292,icmp,sv_P2
39450,icmp,sv_P3
22159,udp,sv_P5
59895,icmp,sv_P2
25076,icmp,sv_P2
27128,icmp,sv_P5
2096,udp,email
38225,udp,sv_P2
61139,tcp,sv_P2
27800,tcp,sv_P3
16192,tcp,sv_P4
65262,udp,sv_P1
26763,tcp,sv_P5
51319,udp,sv_P1
37388,icmp,sv_P4
42777,tcp,sv_P3
18702,tcp,sv_P1
58090,tcp,sv_P1
17036,tcp,sv_P2
62198,udp,sv_P1
60146,icmp,sv_P1
36366,tcp,sv_P2
1760,icmp,sv_P2
14949,tcp,sv_P1
1780,tcp,sv_P3
50103,udp,email
29943,tcp,sv_P2
6155,udp,sv_P5
65181,icmp,sv_P2
33380,icmp,sv_P4
58016,icmp,sv_P4
17014,icmp,email
56606,icmp,sv_P1
52832,icmp,sv_P3
20459,icmp,sv_P1
59478,icmp,sv_P1
14373,tcp,sv_P1
42710,icmp,sv_P3
40801,udp,sv_P5
46101,icmp,sv_P1
2013,udp,sv_P4
8889,tcp,sv_P4
46265,tcp,email
46688,icmp,email
62010,icmp,sv_P3
38710,tcp,sv_P4
15740,tcp,sv_P1
62252,icmp,sv_P3
3286,icmp,sv_P5
65239,icmp,sv_P3
21861,udp,sv_P5
9481,tcp,email
40326,tcp,sv_P4
28399,tcp,sv_P4
42348,tcp,sv_P2
50021,tcp,sv_P3
44898,udp,email
7819,udp,sv_P2
4145,udp,sv_P2
3789,tcp,email
36179,udp,sv_P1
50039,udp,email
22355,icmp,sv_P4
12429,icmp,email
39304,icmp,sv_P4
50674,udp,sv_P2
5759,tcp,sv_P2
51693,udp,sv_P4
55624,tcp,sv_P1
23673,udp,sv_P3
1605,udp,sv_P3
62930,tcp,sv_P4
53531,icmp,sv_P3
27412,tcp,sv_P3
7907,icmp,sv_P2
16924,icmp,sv_P3
39226,icmp,sv_P1
43550,tcp,email
7985,tcp,sv_P4
17455,tcp,sv_P4
35968,tcp,sv_P1
38596,tcp,sv_P3
14442,udp,sv_P2
6569,tcp,sv_P4
59351,udp,sv_P3
62123,icmp,sv_P1
61712,tcp,sv_P5
27588,udp,sv_P4
32999,tcp,sv_P5
21656,icmp,sv_P5
14641,icmp,sv_P4
55466,tcp,sv_P5
61279,tcp,sv_P1
44374,icmp,sv_P4
36890,tcp,sv_P3
28372,icmp,sv_P3
33862,udp,email
47890,udp,sv_P3
49783,udp,sv_P2
60225,tcp,sv_P2
487,icmp,sv_P4
52608,tcp,sv_P1
9398,udp,sv_P2
18228,icmp,sv_P1
55773,udp,sv_P3
41430,udp,sv_P5
41525,tcp,sv_P1
55009,udp,sv_P2
45757,udp,sv_P3
17951,tcp,sv_P4
57427,tcp,sv_P5
40002,udp,email
46274,tcp,sv_P2
10420,udp,email
25716,tcp,sv_P4
12699,tcp,email
44906,icmp,sv_P2
44887,tcp,sv_P3
22845,udp,sv_P3
32229,tcp,sv_P2
28704,udp,sv_P2
33761,icmp,email
7043,icmp,sv_P2
8790,icmp,email
56186,icmp,email
21946,udp,email
26747,udp,sv_P1
51641,tcp,sv_P1
23807,udp,sv_P3
51490,tcp,sv_P1
21464,udp,email
46538,icmp,sv_P2
40013,icmp,sv_P2
38500,udp,sv_P4
2504,udp,sv_P2
46016,tcp,sv_P3
13063,icmp,sv_P5
11707,udp,sv_P5
40628,icmp,sv_P1
63724,icmp,sv_P5
20303,icmp,sv_P1
46678,tcp,email
46897,tcp,sv_P5
6923,udp,sv_P1
53777,tcp,sv_P4
17156,udp,sv_P3
54473,icmp,sv_P1
25123,icmp,email
2774,icmp,sv_P4
35329,udp,email
16134,icmp,email
9305,udp,sv_P1
48212,icmp,sv_P4
10370,tcp,sv_P5
4679,tcp,sv_P1
33904,udp,sv_P3
28052,udp,sv_P3
52199,icmp,email
27051,tcp,sv_P2
41729,icmp,sv_P4
31466,tcp,sv_P5
26034,icmp,email
7515,udp,sv_P1
16192,tcp,email
27586,icmp,sv_P4
5466,tcp,sv_P1
50965,udp,sv_P2
35298,udp,sv_P4
44094,tcp,sv_P5
38266,icmp,sv_P4
31929,icmp,sv_P3
17594,udp,sv_P4
15080,icmp,sv_P5
41986,tcp,sv_P3
40798,tcp,email
44653,udp,sv_P2
14340,udp,email
48576,udp,sv_P1
34484,udp,sv_P2
48688,tcp,email
44312,udp,sv_P4
9524,tcp,sv_P2
13156,udp,email
10056,icmp,sv_P4
58051,udp,sv_P3
29235,icmp,sv_P1
12019,icmp,sv_P3
23992,udp,email
62840,udp,sv_P5
32134,icmp,sv_P2
49709,tcp,sv_P3
18463,icmp,sv_P3
17095,icmp,email
15827,udp,email
13519,tcp,sv_P1
60168,tcp,sv_P1
8918,tcp,sv_P3
43450,icmp,sv_P2
14119,udp,sv_P1
47577,tcp,sv_P4
565,icmp,sv_P4
12357,icmp,sv_P2
3085,udp,sv_P3
23377,udp,sv_P1
37958,udp,email
43125,icmp,sv_P4
27384,icmp,sv_P4
55839,icmp,email
55175,udp,sv_P2
37529,udp,sv_P5
35285,udp,email
25797,udp,email
48910,icmp,sv_P4
61167,icmp,sv_P4
32996,udp,email
54925,icmp,email
31190,icmp,email
49566,icmp,sv_P4
25076,tcp,sv_P2
811,tcp,sv_P3
34747,tcp,sv_P3
49283,tcp,sv_P2
24902,icmp,sv_P4
42120,tcp,sv_P1
25791,icmp,sv_P4
31562,udp,sv_P2
28510,udp,email
16790,icmp,email
43407,udp,sv_P3
56449,tcp,sv_P5
63917,udp,sv_P1
37679,icmp,sv_P4
22927,udp,sv_P1
29896,udp,sv_P1
27870,icmp,sv_P3
22748,udp,sv_P5
65459,tcp,sv_P2
61042,udp,sv_P2
33462,icmp,sv_P5
53792,icmp,email
19838,tcp,sv_P5
36863,icmp,sv_P3
43525,tcp,sv_P2
10937,tcp,sv_P5
45361,tcp,sv_P3
16443,udp,sv_P3
29828,tcp,sv_P3
56923,tcp,sv_P1
16628,tcp,sv_P1
62423,tcp,sv_P4
21135,tcp,sv_P4
36465,icmp,sv_P1
40295,tcp,sv_P3
46505,udp,sv_P4
20208,icmp,sv_P5
51616,tcp,sv_P3
1451,tcp,sv_P2
40082,icmp,email
37925,udp,sv_P4
28443,tcp,email
11979,icmp,sv_P4
24237,udp,email
10720,udp,sv_P5
58497,tcp,sv_P1
31860,icmp,sv_P5
63262,tcp,sv_P4
15188,udp,sv_P5
29803,tcp,sv_P4
62291,icmp,sv_P3
43834,icmp,email
32724,udp,email
58558,udp,email
38533,udp,sv_P1
21989,icmp,sv_P1
2058,icmp,sv_P1
56098,udp,sv_P3
2461,tcp,sv_P2
24920,tcp,sv_P4
39020,tcp,sv_P3
52349,tcp,sv_P3
44052,icmp,sv_P5
4000,udp,sv_P1
50039,tcp,sv_P4
55166,tcp,sv_P4
49232,udp,sv_P4
54415,udp,sv_P1
54143,icmp,sv_P1
48364,icmp,sv_P4
31557,udp,sv_P3
3986,udp,sv_P3
44367,tcp,sv_P1
2376,udp,sv_P2
21681,tcp,sv_P5
41818,tcp,sv_P5
14517,icmp,sv_P4
45266,tcp,sv_P4
21974,udp,sv_P5
11761,udp,sv_P2
56862,icmp,sv_P3
15919,icmp,sv_P2
38063,tcp,email
27894,icmp,sv_P4
37100,udp,sv_P4
27863,tcp,sv_P4
25863,tcp,email
32964,tcp,sv_P1
28693,udp,sv_P1
33312,icmp,email
34679,udp,sv_P2
36792,udp,sv_P4
7475,udp,sv_P2
32682,tcp,sv_P4
59642,udp,sv_P1
36658,icmp,email
41571,icmp,sv_P4
19960,udp,sv_P5
20344,icmp,sv_P2
9325,icmp,sv_P5
56556,tcp,sv_P3
9704,tcp,email
25516,tcp,sv_P3
13925,udp,sv_P4
35311,udp,sv_P1
33197,udp,sv_P5
19446,tcp,sv_P3
34037,tcp,sv_P3
64925,tcp,sv_P2
5120,icmp,sv_P2
63918,tcp,email
24666,tcp,sv_P4
15658,udp,sv_P5
62842,udp,sv_P1
31006,udp,sv_P3
33103,icmp,email
29467,icmp,email
50422,udp,sv_P5
49162,udp,sv_P4
13668,icmp,sv_P2
56344,icmp,sv_P4
11137,tcp,email
15338,icmp,sv_P1
41142,udp,sv_P1
5707,tcp,email
28381,tcp,sv_P1
42046,udp,sv_P1
54369,tcp,sv_P2
29046,icmp,sv_P5
20575,tcp,email
57353,icmp,sv_P2
43524,tcp,sv_P1
2803,icmp,sv_P2
60953,icmp,sv_P4
44658,icmp,sv_P4
5124,udp,email
29899,udp,sv_P5
44145,tcp,sv_P5
16107,icmp,sv_P2
45917,tcp,sv_P4
8243,udp,sv_P3
52465,udp,sv_P3
45937,tcp,sv_P1
34539,tcp,sv_P1
3686,tcp,sv_P5
60272,icmp,email
20541,udp,sv_P2
64851,icmp,sv_P5
65155,tcp,sv_P3
3198,tcp,sv_P1
50016,tcp,sv_P1
35751,udp,sv_P5
44924,udp,sv_P3
7091,tcp,email
3272,icmp,sv_P4
11459,tcp,sv_P5
32124,icmp,sv_P1
21510,icmp,email
4892,icmp,email
49443,udp,email
34909,tcp,sv_P5
53439,icmp,email
43792,tcp,sv_P4
32618,tcp,sv_P4
49502,icmp,email
3185,udp,sv_P1
62870,udp,sv_P1
23402,icmp,email
26798,udp,sv_P5
54468,tcp,sv_P1
27609,udp,sv_P4
49642,udp,sv_P3
19692,icmp,sv_P3
30958,icmp,sv_P4
61294,icmp,email
25327,icmp,email
32074,tcp,sv_P1
54288,tcp,sv_P4
60346,icmp,sv_P3
18276,icmp,sv_P1
51460,icmp,sv_P4
40515,tcp,sv_P2
21079,icmp,sv_P5
13376,icmp,sv_P4
43510,icmp,sv_P3
4629,udp,sv_P1
46461,udp,sv_P1
23970,udp,email
46456,tcp,sv_P4
43015,tcp,sv_P4
32734,tcp,sv_P3
43043,tcp,sv_P1
1770,udp,sv_P5
12933,tcp,email
12160,tcp,email
45514,udp,sv_P5
39966,udp,sv_P4
